sampleid	percent	reads	taxon_id	Kingdom	Phylum
NT06PM04	0.000816	53	1817914	Bacteria	Candidatus Ryanbacteria
NT06PM04	0.00077	50	1130266	Bacteria	Candidatus Hydrothermae
NT06PM04	0.00077	50	1817908	Bacteria	Candidatus Komeilibacteria
NT06PM04	0.00077	50	2576005	Bacteria	candidate division LCP-89
NT06PM04	0.000739	48	67820	Bacteria	Candidatus Microgenomates
NT06PM04	0.000724	47	1817899	Bacteria	Candidatus Woykebacteria
NT06PM04	0.000724	47	1817924	Bacteria	Candidatus Yonathbacteria
NT06PM04	0.000708	46	1752730	Bacteria	Candidatus Amesbacteria
NT06PM04	0.0006	39	2013583	Bacteria	Candidatus Goldbacteria
NT06PM04	0.000585	38	1752739	Bacteria	Candidatus Jorgensenbacteria
NT06PM04	0.00057	37	1752725	Bacteria	Candidatus Collierbacteria
NT06PM04	0.000539	35	1752727	Bacteria	Candidatus Campbellbacteria
NT06PM04	0.000539	35	1752741	Bacteria	Candidatus Azambacteria
NT06PM04	0.000539	35	1817904	Bacteria	Candidatus Colwellbacteria
NT06PM04	0.000523	34	1752726	Bacteria	Candidatus Beckwithbacteria
NT06PM04	0.000508	33	1817901	Bacteria	Candidatus Andersenbacteria
NT06PM04	0.000477	31	363464	Bacteria	Candidatus Gracilibacteria
NT06PM04	0.000446	29	1817923	Bacteria	Candidatus Wildermuthbacteria
NT06PM04	0.000431	28	1752740	Bacteria	Candidatus Kuenenbacteria
NT06PM04	0.000416	27	1618339	Bacteria	candidate division CPR2
NT06PM04	0.000416	27	1817900	Bacteria	Candidatus Chisholmbacteria
NT06PM04	0.000416	27	1817920	Bacteria	Candidatus Terrybacteria
NT06PM04	0.000369	24	1817922	Bacteria	Candidatus Vogelbacteria
NT06PM04	0.000354	23	1704031	Bacteria	candidate division KD3-62
NT06PM04	0.000354	23	1817912	Bacteria	Candidatus Niyogibacteria
NT06PM04	0.000323	21	1817926	Bacteria	Candidatus Wirthbacteria
NT06PM04	0.000292	19	2138240	Bacteria	Coprothermobacterota
NT06PM04	0.000292	19	2301208	Bacteria	Candidatus Cerribacteria
NT06PM04	0.000292	19	2767197	Bacteria	Candidatus Muirbacteria
NT06PM04	0.000277	18	221235	Bacteria	Candidatus Absconditabacteria
NT06PM04	0.000277	18	1618340	Bacteria	candidate division CPR3
NT06PM04	0.000277	18	1817796	Bacteria	Candidatus Abawacabacteria
NT06PM04	0.000262	17	1618338	Bacteria	candidate division CPR1
NT06PM04	0.000231	15	1817898	Bacteria	Candidatus Blackburnbacteria
NT06PM04	0.0002	13	1817915	Bacteria	Candidatus Spechtbacteria
NT06PM04	0.000185	12	2798536	Bacteria	Candidatus Gribaldobacteria
NT06PM04	0.000169	11	1817798	Bacteria	Candidatus Delongbacteria
NT06PM04	0.000139	9	1817918	Bacteria	Candidatus Tagabacteria
NT06PM04	0.000139	9	2703810	Bacteria	Candidatus Mcinerneyibacteriota
NT06PM04	0.000108	7	1817902	Bacteria	Candidatus Brennerbacteria
NT06PM04	0.000077	5	1817906	Bacteria	Candidatus Jacksonbacteria
NT08PM03	39.586781	2629082	1224	Bacteria	Proteobacteria
NT08PM03	30.457636	2022787	57723	Bacteria	Acidobacteria
NT08PM03	7.549938	501415	201174	Bacteria	Actinobacteria
NT08PM03	2.528476	167924	203682	Bacteria	Planctomycetes
NT08PM03	2.020835	134210	976	Bacteria	Bacteroidetes
NT08PM03	1.186166	78777	74201	Bacteria	Verrucomicrobia
NT08PM03	1.011366	67168	1239	Bacteria	Firmicutes
NT08PM03	0.538899	35790	200795	Bacteria	Chloroflexi
NT08PM03	0.455844	30274	1117	Bacteria	Cyanobacteria
NT08PM03	0.1893	12572	1134404	Bacteria	Ignavibacteriae
NT08PM03	0.182509	12121	142182	Bacteria	Gemmatimonadetes
NT08PM03	0.137864	9156	1752708	Bacteria	Candidatus Rokubacteria
NT08PM03	0.131872	8758	40117	Bacteria	Nitrospirae
NT08PM03	0.110385	7331	1798710	Bacteria	Candidatus Melainabacteria
NT08PM03	0.091036	6046	67819	Bacteria	Armatimonadetes
NT08PM03	0.083523	5547	1297	Bacteria	Deinococcus-Thermus
NT08PM03	0.073329	4870	204428	Bacteria	Chlamydiae
NT08PM03	0.067938	4512	203691	Bacteria	Spirochaetes
NT08PM03	0.050743	3370	1855361	Bacteria	Candidatus Kryptonia
NT08PM03	0.028774	1911	256845	Bacteria	Lentisphaerae
NT08PM03	0.028594	1899	1154676	Bacteria	Candidatus Eremiobacteraeota
NT08PM03	0.028007	1860	74152	Bacteria	Elusimicrobia
NT08PM03	0.023836	1583	67812	Bacteria	Candidatus Omnitrophica
NT08PM03	0.019273	1280	67817	Bacteria	Candidatus Aminicenantes
NT08PM03	0.019168	1273	1802339	Bacteria	Candidatus Tectomicrobia
NT08PM03	0.018701	1242	1930617	Bacteria	Calditrichaeota
NT08PM03	0.017572	1167	1817801	Bacteria	Candidatus Eisenbacteria
NT08PM03	0.017466	1160	1090	Bacteria	Chlorobi
NT08PM03	0.014018	931	1379697	Bacteria	candidate division Zixibacteria
NT08PM03	0.012754	847	640293	Bacteria	candidate division NC10
NT08PM03	0.01194	793	1936987	Bacteria	Balneolaeota
NT08PM03	0.011895	790	95818	Bacteria	Candidatus Saccharibacteria
NT08PM03	0.011775	782	1293497	Bacteria	Nitrospinae
NT08PM03	0.011519	765	508458	Bacteria	Synergistetes
NT08PM03	0.010947	727	2052312	Bacteria	Candidatus Dormibacteraeota
NT08PM03	0.008959	595	62680	Bacteria	Candidatus Marinimicrobia
NT08PM03	0.008748	581	265317	Bacteria	Candidatus Poribacteria
NT08PM03	0.008357	555	200918	Bacteria	Thermotogae
NT08PM03	0.008131	540	1853220	Bacteria	Rhodothermaeota
NT08PM03	0.00795	528	74015	Bacteria	Candidatus Latescibacteria
NT08PM03	0.00777	516	1752716	Bacteria	Candidatus Dadabacteria
NT08PM03	0.006746	448	142187	Bacteria	Candidatus Hydrogenedentes
NT08PM03	0.00652	433	544448	Bacteria	Tenericutes
NT08PM03	0.006173	410	200783	Bacteria	Aquificae
NT08PM03	0.006038	401	32066	Bacteria	Fusobacteria
NT08PM03	0.005646	375	200940	Bacteria	Thermodesulfobacteria
NT08PM03	0.005195	345	200295	Bacteria	Candidatus Sumerlaeota
NT08PM03	0.005119	340	456828	Bacteria	Candidatus Cloacimonetes
NT08PM03	0.005089	338	65842	Bacteria	Fibrobacteres
NT08PM03	0.005014	333	1619053	Bacteria	Candidatus Peregrinibacteria
NT08PM03	0.004623	307	134625	Bacteria	Kiritimatiellaeota
NT08PM03	0.004276	284	221216	Bacteria	Candidatus Parcubacteria
NT08PM03	0.004141	275	1817806	Bacteria	Candidatus Handelsmanbacteria
NT08PM03	0.00399	265	1752734	Bacteria	Candidatus Kaiserbacteria
NT08PM03	0.003403	226	200930	Bacteria	Deferribacteres
NT08PM03	0.003207	213	1752732	Bacteria	Candidatus Uhrbacteria
NT08PM03	0.003102	206	1703755	Bacteria	candidate division WOR-3
NT08PM03	0.002951	196	1052815	Bacteria	Candidatus Aerophobetes
NT08PM03	0.002771	184	1752737	Bacteria	Candidatus Moranbacteria
NT08PM03	0.00259	172	200938	Bacteria	Chrysiogenetes
NT08PM03	0.002575	171	2093358	Bacteria	Candidatus Abyssubacteria
NT08PM03	0.00256	170	1752731	Bacteria	Candidatus Magasanikbacteria
NT08PM03	0.00253	168	1817811	Bacteria	Candidatus Schekmanbacteria
NT08PM03	0.002469	164	1752723	Bacteria	Candidatus Roizmanbacteria
NT08PM03	0.002454	163	1752728	Bacteria	Candidatus Falkowbacteria
NT08PM03	0.002394	159	67818	Bacteria	Atribacterota
NT08PM03	0.002319	154	1752729	Bacteria	Candidatus Nomurabacteria
NT08PM03	0.002274	151	67810	Bacteria	Candidatus Bipolaricaulota
NT08PM03	0.002228	148	2109258	Bacteria	Abditibacteriota
NT08PM03	0.002198	146	1752722	Bacteria	Candidatus Woesebacteria
NT08PM03	0.002093	139	1662329	Bacteria	Candidatus Kapabacteria
NT08PM03	0.001957	130	1752720	Bacteria	Candidatus Gottesmanbacteria
NT08PM03	0.001747	116	1817810	Bacteria	Candidatus Riflebacteria
NT08PM03	0.001717	114	1817808	Bacteria	Candidatus Margulisbacteria
NT08PM03	0.001686	112	1729712	Bacteria	Candidatus Fermentibacteria
NT08PM03	0.001611	107	2798537	Bacteria	Candidatus Blackallbacteria
NT08PM03	0.001581	105	1817799	Bacteria	Candidatus Doudnabacteria
NT08PM03	0.001506	100	1752719	Bacteria	Candidatus Levybacteria
NT08PM03	0.001506	100	1817807	Bacteria	Candidatus Lindowbacteria
NT08PM03	0.001476	98	1819803	Bacteria	Candidatus Desantisbacteria
NT08PM03	0.00143	95	422282	Bacteria	candidate division WWE3
NT08PM03	0.001415	94	1752733	Bacteria	Candidatus Yanofskybacteria
NT08PM03	0.001385	92	1817919	Bacteria	Candidatus Taylorbacteria
NT08PM03	0.00128	85	1817797	Bacteria	Candidatus Coatesbacteria
NT08PM03	0.00119	79	1618330	Bacteria	Candidatus Berkelbacteria
NT08PM03	0.001144	76	1817809	Bacteria	Candidatus Raymondbacteria
NT08PM03	0.001099	73	1817903	Bacteria	Candidatus Buchananbacteria
NT08PM03	0.001039	69	1817805	Bacteria	Candidatus Glassbacteria
NT08PM03	0.000979	65	1817803	Bacteria	Candidatus Fischerbacteria
NT08PM03	0.000964	64	1752718	Bacteria	Candidatus Daviesbacteria
NT08PM03	0.000964	64	2498705	Bacteria	Candidatus Cryosericota
NT08PM03	0.000949	63	67814	Bacteria	Caldiserica
NT08PM03	0.000949	63	1817802	Bacteria	Candidatus Firestonebacteria
NT08PM03	0.000903	60	1817812	Bacteria	Candidatus Wallbacteria
NT08PM03	0.000888	59	1752717	Bacteria	Candidatus Curtissbacteria
NT08PM03	0.000888	59	1817911	Bacteria	Candidatus Nealsonbacteria
NT08PM03	0.000858	57	1817905	Bacteria	Candidatus Harrisonbacteria
NT08PM03	0.000798	53	1752724	Bacteria	Candidatus Pacebacteria
NT08PM03	0.000768	51	1817908	Bacteria	Candidatus Komeilibacteria
NT08PM03	0.000753	50	1752735	Bacteria	Candidatus Wolfebacteria
NT08PM03	0.000753	50	1817925	Bacteria	Candidatus Zambryskibacteria
NT08PM03	0.000723	48	1752739	Bacteria	Candidatus Jorgensenbacteria
NT08PM03	0.000723	48	1817907	Bacteria	Candidatus Kerfeldbacteria
NT08PM03	0.000663	44	1752721	Bacteria	Candidatus Shapirobacteria
NT08PM03	0.000663	44	1817804	Bacteria	Candidatus Fraserbacteria
NT08PM03	0.000632	42	1817917	Bacteria	Candidatus Sungbacteria
NT08PM03	0.000602	40	1130266	Bacteria	Candidatus Hydrothermae
NT08PM03	0.000602	40	1752738	Bacteria	Candidatus Giovannonibacteria
NT08PM03	0.000602	40	2576005	Bacteria	candidate division LCP-89
NT08PM03	0.000587	39	68297	Bacteria	Dictyoglomi
NT08PM03	0.000542	36	1817800	Bacteria	Candidatus Edwardsbacteria
NT08PM03	0.000542	36	1817899	Bacteria	Candidatus Woykebacteria
NT08PM03	0.000512	34	1817916	Bacteria	Candidatus Staskawiczbacteria
NT08PM03	0.000497	33	1817901	Bacteria	Candidatus Andersenbacteria
NT08PM03	0.000467	31	1817909	Bacteria	Candidatus Liptonbacteria
NT08PM03	0.000467	31	1817924	Bacteria	Candidatus Yonathbacteria
NT08PM03	0.000437	29	1752736	Bacteria	Candidatus Adlerbacteria
NT08PM03	0.000437	29	1817910	Bacteria	Candidatus Lloydbacteria
NT08PM03	0.000422	28	67820	Bacteria	Candidatus Microgenomates
NT08PM03	0.000422	28	1752740	Bacteria	Candidatus Kuenenbacteria
NT08PM03	0.000422	28	2093364	Bacteria	Candidatus Aureabacteria
NT08PM03	0.000422	28	2798536	Bacteria	Candidatus Gribaldobacteria
NT08PM03	0.000407	27	1752730	Bacteria	Candidatus Amesbacteria
NT08PM03	0.000391	26	1752725	Bacteria	Candidatus Collierbacteria
NT08PM03	0.000391	26	1752726	Bacteria	Candidatus Beckwithbacteria
NT08PM03	0.000361	24	1817922	Bacteria	Candidatus Vogelbacteria
NT08PM03	0.000346	23	1817923	Bacteria	Candidatus Wildermuthbacteria
NT08PM03	0.000346	23	2301208	Bacteria	Candidatus Cerribacteria
NT08PM03	0.000331	22	1752741	Bacteria	Candidatus Azambacteria
NT08PM03	0.000331	22	1817914	Bacteria	Candidatus Ryanbacteria
NT08PM03	0.000316	21	1752727	Bacteria	Candidatus Campbellbacteria
NT08PM03	0.000316	21	2013583	Bacteria	Candidatus Goldbacteria
NT08PM03	0.000301	20	1817904	Bacteria	Candidatus Colwellbacteria
NT08PM03	0.000286	19	1704031	Bacteria	candidate division KD3-62
NT08PM03	0.000286	19	1817913	Bacteria	Candidatus Portnoybacteria
NT08PM03	0.000256	17	221235	Bacteria	Candidatus Absconditabacteria
NT08PM03	0.000241	16	1817926	Bacteria	Candidatus Wirthbacteria
NT08PM03	0.000226	15	1618340	Bacteria	candidate division CPR3
NT08PM03	0.000211	14	2138240	Bacteria	Coprothermobacterota
NT08PM03	0.000196	13	363464	Bacteria	Candidatus Gracilibacteria
NT08PM03	0.000196	13	1817900	Bacteria	Candidatus Chisholmbacteria
NT08PM03	0.000196	13	1817920	Bacteria	Candidatus Terrybacteria
NT08PM03	0.000166	11	1817798	Bacteria	Candidatus Delongbacteria
NT08PM03	0.000166	11	1817912	Bacteria	Candidatus Niyogibacteria
NT08PM03	0.000166	11	1817918	Bacteria	Candidatus Tagabacteria
NT08PM03	0.000151	10	1618339	Bacteria	candidate division CPR2
NT08PM03	0.000151	10	1817898	Bacteria	Candidatus Blackburnbacteria
NT08PM03	0.00012	8	2703810	Bacteria	Candidatus Mcinerneyibacteriota
NT08PM03	0.000105	7	1817796	Bacteria	Candidatus Abawacabacteria
NT08PM03	0.000105	7	1817915	Bacteria	Candidatus Spechtbacteria
NT08PM03	0.00009	6	2767197	Bacteria	Candidatus Muirbacteria
NT08PM03	0.00006	4	1618338	Bacteria	candidate division CPR1
NT08PM03	0.00003	2	1817902	Bacteria	Candidatus Brennerbacteria
NT08PM03	0.00003	2	1817906	Bacteria	Candidatus Jacksonbacteria
NT09PM08	33.17849	2207002	1224	Bacteria	Proteobacteria
NT09PM08	29.617558	1970132	201174	Bacteria	Actinobacteria
NT09PM08	19.251354	1280582	57723	Bacteria	Acidobacteria
NT09PM08	5.170834	343959	203682	Bacteria	Planctomycetes
NT09PM08	1.01867	67761	74201	Bacteria	Verrucomicrobia
NT09PM08	0.953381	63418	1239	Bacteria	Firmicutes
NT09PM08	0.919541	61167	976	Bacteria	Bacteroidetes
NT09PM08	0.449104	29874	200795	Bacteria	Chloroflexi
NT09PM08	0.432357	28760	1117	Bacteria	Cyanobacteria
NT09PM08	0.209354	13926	1134404	Bacteria	Ignavibacteriae
NT09PM08	0.152979	10176	142182	Bacteria	Gemmatimonadetes
NT09PM08	0.141403	9406	1752708	Bacteria	Candidatus Rokubacteria
NT09PM08	0.113982	7582	40117	Bacteria	Nitrospirae
NT09PM08	0.071709	4770	1297	Bacteria	Deinococcus-Thermus
NT09PM08	0.067079	4462	1798710	Bacteria	Candidatus Melainabacteria
NT09PM08	0.056766	3776	204428	Bacteria	Chlamydiae
NT09PM08	0.056555	3762	203691	Bacteria	Spirochaetes
NT09PM08	0.053985	3591	1855361	Bacteria	Candidatus Kryptonia
NT09PM08	0.053188	3538	67819	Bacteria	Armatimonadetes
NT09PM08	0.026579	1768	74152	Bacteria	Elusimicrobia
NT09PM08	0.026534	1765	256845	Bacteria	Lentisphaerae
NT09PM08	0.022039	1466	1802339	Bacteria	Candidatus Tectomicrobia
NT09PM08	0.021648	1440	67812	Bacteria	Candidatus Omnitrophica
NT09PM08	0.017784	1183	67817	Bacteria	Candidatus Aminicenantes
NT09PM08	0.016416	1092	1090	Bacteria	Chlorobi
NT09PM08	0.016146	1074	1817801	Bacteria	Candidatus Eisenbacteria
NT09PM08	0.01577	1049	1930617	Bacteria	Calditrichaeota
NT09PM08	0.012763	849	640293	Bacteria	candidate division NC10
NT09PM08	0.01108	737	508458	Bacteria	Synergistetes
NT09PM08	0.010944	728	1379697	Bacteria	candidate division Zixibacteria
NT09PM08	0.009997	665	1293497	Bacteria	Nitrospinae
NT09PM08	0.009065	603	1936987	Bacteria	Balneolaeota
NT09PM08	0.00881	586	265317	Bacteria	Candidatus Poribacteria
NT09PM08	0.007532	501	1154676	Bacteria	Candidatus Eremiobacteraeota
NT09PM08	0.007321	487	2052312	Bacteria	Candidatus Dormibacteraeota
NT09PM08	0.007306	486	74015	Bacteria	Candidatus Latescibacteria
NT09PM08	0.00672	447	62680	Bacteria	Candidatus Marinimicrobia
NT09PM08	0.006404	426	142187	Bacteria	Candidatus Hydrogenedentes
NT09PM08	0.006119	407	1853220	Bacteria	Rhodothermaeota
NT09PM08	0.005938	395	1752716	Bacteria	Candidatus Dadabacteria
NT09PM08	0.005788	385	200783	Bacteria	Aquificae
NT09PM08	0.005352	356	200918	Bacteria	Thermotogae
NT09PM08	0.004901	326	134625	Bacteria	Kiritimatiellaeota
NT09PM08	0.004841	322	200295	Bacteria	Candidatus Sumerlaeota
NT09PM08	0.004735	315	200940	Bacteria	Thermodesulfobacteria
NT09PM08	0.00442	294	95818	Bacteria	Candidatus Saccharibacteria
NT09PM08	0.004375	291	544448	Bacteria	Tenericutes
NT09PM08	0.004345	289	32066	Bacteria	Fusobacteria
NT09PM08	0.00433	288	221216	Bacteria	Candidatus Parcubacteria
NT09PM08	0.004209	280	1817806	Bacteria	Candidatus Handelsmanbacteria
NT09PM08	0.004059	270	456828	Bacteria	Candidatus Cloacimonetes
NT09PM08	0.003999	266	1752722	Bacteria	Candidatus Woesebacteria
NT09PM08	0.003894	259	1619053	Bacteria	Candidatus Peregrinibacteria
NT09PM08	0.003623	241	65842	Bacteria	Fibrobacteres
NT09PM08	0.003007	200	67810	Bacteria	Candidatus Bipolaricaulota
NT09PM08	0.002871	191	1752734	Bacteria	Candidatus Kaiserbacteria
NT09PM08	0.002496	166	200930	Bacteria	Deferribacteres
NT09PM08	0.002345	156	1052815	Bacteria	Candidatus Aerophobetes
NT09PM08	0.002345	156	2093358	Bacteria	Candidatus Abyssubacteria
NT09PM08	0.00227	151	1752737	Bacteria	Candidatus Moranbacteria
NT09PM08	0.00221	147	1752728	Bacteria	Candidatus Falkowbacteria
NT09PM08	0.00221	147	1817811	Bacteria	Candidatus Schekmanbacteria
NT09PM08	0.002075	138	1703755	Bacteria	candidate division WOR-3
NT09PM08	0.001984	132	1752732	Bacteria	Candidatus Uhrbacteria
NT09PM08	0.001969	131	67818	Bacteria	Atribacterota
NT09PM08	0.001954	130	1752723	Bacteria	Candidatus Roizmanbacteria
NT09PM08	0.001729	115	1817809	Bacteria	Candidatus Raymondbacteria
NT09PM08	0.001729	115	1817810	Bacteria	Candidatus Riflebacteria
NT09PM08	0.001669	111	1752729	Bacteria	Candidatus Nomurabacteria
NT09PM08	0.001594	106	1729712	Bacteria	Candidatus Fermentibacteria
NT09PM08	0.001594	106	1752731	Bacteria	Candidatus Magasanikbacteria
NT09PM08	0.001594	106	1817799	Bacteria	Candidatus Doudnabacteria
NT09PM08	0.001563	104	1662329	Bacteria	Candidatus Kapabacteria
NT09PM08	0.001518	101	200938	Bacteria	Chrysiogenetes
NT09PM08	0.001473	98	1817803	Bacteria	Candidatus Fischerbacteria
NT09PM08	0.001473	98	1817805	Bacteria	Candidatus Glassbacteria
NT09PM08	0.001458	97	1752719	Bacteria	Candidatus Levybacteria
NT09PM08	0.001398	93	2109258	Bacteria	Abditibacteriota
NT09PM08	0.001323	88	1817808	Bacteria	Candidatus Margulisbacteria
NT09PM08	0.001218	81	1817807	Bacteria	Candidatus Lindowbacteria
NT09PM08	0.001218	81	1817919	Bacteria	Candidatus Taylorbacteria
NT09PM08	0.001173	78	1817797	Bacteria	Candidatus Coatesbacteria
NT09PM08	0.001112	74	1819803	Bacteria	Candidatus Desantisbacteria
NT09PM08	0.001082	72	422282	Bacteria	candidate division WWE3
NT09PM08	0.001082	72	2798537	Bacteria	Candidatus Blackallbacteria
NT09PM08	0.001037	69	1817911	Bacteria	Candidatus Nealsonbacteria
NT09PM08	0.000947	63	1752717	Bacteria	Candidatus Curtissbacteria
NT09PM08	0.000947	63	1752720	Bacteria	Candidatus Gottesmanbacteria
NT09PM08	0.000902	60	1752718	Bacteria	Candidatus Daviesbacteria
NT09PM08	0.000902	60	1752739	Bacteria	Candidatus Jorgensenbacteria
NT09PM08	0.000857	57	1618330	Bacteria	Candidatus Berkelbacteria
NT09PM08	0.000857	57	1817804	Bacteria	Candidatus Fraserbacteria
NT09PM08	0.000797	53	67814	Bacteria	Caldiserica
NT09PM08	0.000767	51	1817917	Bacteria	Candidatus Sungbacteria
NT09PM08	0.000737	49	2498705	Bacteria	Candidatus Cryosericota
NT09PM08	0.000722	48	1752733	Bacteria	Candidatus Yanofskybacteria
NT09PM08	0.000722	48	1752738	Bacteria	Candidatus Giovannonibacteria
NT09PM08	0.000676	45	1130266	Bacteria	Candidatus Hydrothermae
NT09PM08	0.000676	45	1817905	Bacteria	Candidatus Harrisonbacteria
NT09PM08	0.000661	44	1817812	Bacteria	Candidatus Wallbacteria
NT09PM08	0.000631	42	1752724	Bacteria	Candidatus Pacebacteria
NT09PM08	0.000616	41	1817802	Bacteria	Candidatus Firestonebacteria
NT09PM08	0.000601	40	1817915	Bacteria	Candidatus Spechtbacteria
NT09PM08	0.000601	40	2576005	Bacteria	candidate division LCP-89
NT09PM08	0.000571	38	1817903	Bacteria	Candidatus Buchananbacteria
NT09PM08	0.000526	35	1752735	Bacteria	Candidatus Wolfebacteria
NT09PM08	0.000526	35	1817909	Bacteria	Candidatus Liptonbacteria
NT09PM08	0.000466	31	1752721	Bacteria	Candidatus Shapirobacteria
NT09PM08	0.000466	31	1752730	Bacteria	Candidatus Amesbacteria
NT09PM08	0.000451	30	1752726	Bacteria	Candidatus Beckwithbacteria
NT09PM08	0.000436	29	1817910	Bacteria	Candidatus Lloydbacteria
NT09PM08	0.000421	28	1817800	Bacteria	Candidatus Edwardsbacteria
NT09PM08	0.000421	28	2798536	Bacteria	Candidatus Gribaldobacteria
NT09PM08	0.000391	26	1817907	Bacteria	Candidatus Kerfeldbacteria
NT09PM08	0.000391	26	1817925	Bacteria	Candidatus Zambryskibacteria
NT09PM08	0.000376	25	68297	Bacteria	Dictyoglomi
NT09PM08	0.000361	24	1817899	Bacteria	Candidatus Woykebacteria
NT09PM08	0.000361	24	1817901	Bacteria	Candidatus Andersenbacteria
NT09PM08	0.000316	21	1704031	Bacteria	candidate division KD3-62
NT09PM08	0.000316	21	1752741	Bacteria	Candidatus Azambacteria
NT09PM08	0.000301	20	1618340	Bacteria	candidate division CPR3
NT09PM08	0.000301	20	1817913	Bacteria	Candidatus Portnoybacteria
NT09PM08	0.000286	19	1817916	Bacteria	Candidatus Staskawiczbacteria
NT09PM08	0.000271	18	67820	Bacteria	Candidatus Microgenomates
NT09PM08	0.000271	18	2301208	Bacteria	Candidatus Cerribacteria
NT09PM08	0.000256	17	1817924	Bacteria	Candidatus Yonathbacteria
NT09PM08	0.00021	14	363464	Bacteria	Candidatus Gracilibacteria
NT09PM08	0.00021	14	1752727	Bacteria	Candidatus Campbellbacteria
NT09PM08	0.00021	14	1817914	Bacteria	Candidatus Ryanbacteria
NT09PM08	0.00021	14	2093364	Bacteria	Candidatus Aureabacteria
NT09PM08	0.000195	13	1752725	Bacteria	Candidatus Collierbacteria
NT09PM08	0.000195	13	1752736	Bacteria	Candidatus Adlerbacteria
NT09PM08	0.000195	13	1817908	Bacteria	Candidatus Komeilibacteria
NT09PM08	0.000195	13	2013583	Bacteria	Candidatus Goldbacteria
NT09PM08	0.00018	12	1817904	Bacteria	Candidatus Colwellbacteria
NT09PM08	0.000165	11	1817920	Bacteria	Candidatus Terrybacteria
NT09PM08	0.00015	10	221235	Bacteria	Candidatus Absconditabacteria
NT09PM08	0.00015	10	1817900	Bacteria	Candidatus Chisholmbacteria
NT09PM08	0.000135	9	1752740	Bacteria	Candidatus Kuenenbacteria
NT09PM08	0.000135	9	1817798	Bacteria	Candidatus Delongbacteria
NT09PM08	0.000135	9	1817922	Bacteria	Candidatus Vogelbacteria
NT09PM08	0.000135	9	1817926	Bacteria	Candidatus Wirthbacteria
NT09PM08	0.00012	8	1618339	Bacteria	candidate division CPR2
NT09PM08	0.00012	8	1817902	Bacteria	Candidatus Brennerbacteria
NT09PM08	0.00012	8	1817923	Bacteria	Candidatus Wildermuthbacteria
NT09PM08	0.000105	7	1817796	Bacteria	Candidatus Abawacabacteria
NT09PM08	0.000105	7	2767197	Bacteria	Candidatus Muirbacteria
NT09PM08	0.00009	6	1817898	Bacteria	Candidatus Blackburnbacteria
NT09PM08	0.00009	6	1817912	Bacteria	Candidatus Niyogibacteria
NT09PM08	0.00009	6	2138240	Bacteria	Coprothermobacterota
NT09PM08	0.000075	5	1618338	Bacteria	candidate division CPR1
NT09PM08	0.00006	4	1817918	Bacteria	Candidatus Tagabacteria
NT09PM08	0.000015	1	2703810	Bacteria	Candidatus Mcinerneyibacteriota
NT10PM03	38.941238	2121182	1224	Bacteria	Proteobacteria
NT10PM03	24.053764	1310241	57723	Bacteria	Acidobacteria
NT10PM03	11.638173	633947	201174	Bacteria	Actinobacteria
NT10PM03	4.442115	241968	203682	Bacteria	Planctomycetes
NT10PM03	2.616329	142515	74201	Bacteria	Verrucomicrobia
NT10PM03	2.151902	117217	976	Bacteria	Bacteroidetes
NT10PM03	1.261397	68710	1239	Bacteria	Firmicutes
NT10PM03	0.838018	45648	200795	Bacteria	Chloroflexi
NT10PM03	0.701066	38188	1117	Bacteria	Cyanobacteria
NT10PM03	0.275888	15028	204428	Bacteria	Chlamydiae
NT10PM03	0.265791	14478	1752708	Bacteria	Candidatus Rokubacteria
NT10PM03	0.238584	12996	142182	Bacteria	Gemmatimonadetes
NT10PM03	0.215196	11722	40117	Bacteria	Nitrospirae
NT10PM03	0.131886	7184	1134404	Bacteria	Ignavibacteriae
NT10PM03	0.125185	6819	67819	Bacteria	Armatimonadetes
NT10PM03	0.124304	6771	1297	Bacteria	Deinococcus-Thermus
NT10PM03	0.101631	5536	203691	Bacteria	Spirochaetes
NT10PM03	0.060197	3279	1798710	Bacteria	Candidatus Melainabacteria
NT10PM03	0.052853	2879	74152	Bacteria	Elusimicrobia
NT10PM03	0.050008	2724	1154676	Bacteria	Candidatus Eremiobacteraeota
NT10PM03	0.043362	2362	67812	Bacteria	Candidatus Omnitrophica
NT10PM03	0.043289	2358	256845	Bacteria	Lentisphaerae
NT10PM03	0.038259	2084	1802339	Bacteria	Candidatus Tectomicrobia
NT10PM03	0.033944	1849	1855361	Bacteria	Candidatus Kryptonia
NT10PM03	0.033485	1824	1930617	Bacteria	Calditrichaeota
NT10PM03	0.02706	1474	1090	Bacteria	Chlorobi
NT10PM03	0.026105	1422	67817	Bacteria	Candidatus Aminicenantes
NT10PM03	0.025665	1398	1817801	Bacteria	Candidatus Eisenbacteria
NT10PM03	0.022728	1238	95818	Bacteria	Candidatus Saccharibacteria
NT10PM03	0.022654	1234	1379697	Bacteria	candidate division Zixibacteria
NT10PM03	0.020947	1141	640293	Bacteria	candidate division NC10
NT10PM03	0.019772	1077	1293497	Bacteria	Nitrospinae
NT10PM03	0.017128	933	508458	Bacteria	Synergistetes
NT10PM03	0.015751	858	1936987	Bacteria	Balneolaeota
NT10PM03	0.015035	819	2052312	Bacteria	Candidatus Dormibacteraeota
NT10PM03	0.014485	789	265317	Bacteria	Candidatus Poribacteria
NT10PM03	0.014448	787	200918	Bacteria	Thermotogae
