accession	function_def	DT02PM02	DT02PM03	DT02PM10	DT04PM03	DT04PM07	DT06PM10	DT08PM01	DT09PM03	DT10PM04	DT10PM09	NT02PM01	NT02PM03	NT02PM04	NT02PM10	NT05PM09	NT06PM03	NT06PM04	NT08PM03	NT09PM08	NT10PM03
K23028	cytospin	0	1.354635405	1.722956742	0	0	0	0	1.627675261	0	0	4.028592349	0	3.649308211	1.051255021	0.524994568	0	0	1.800551011	0	3.561174537
K23039	nuclear polyadenylated RNA-binding protein NAB2	0	12.817640299	11.29834704	0	1.84613979	0	3.504717963	2.532058096	3.130790707	43.54266541	7.614163635	20.109274131	19.601477109	6.827815808	0.714049064	0	3.818565166	0.094552566	0.205500937	0.940087268
K23054	sn-1 stearoyl-lipid 9-desaturase [EC:1.14.19.28]	17.102235094	40.542234815	21.573846182	0.986905698	9.900319877	29.687803274	39.339206702	63.403274075	42.717528768	5.874269747	28.491761852	49.255217282	34.105392998	36.848852214	7.675743524	38.100155265	72.66386412	24.993979387	6.914690445	31.054431546
K23061	hydroxyproline transporter system substrate-binding protein	0	0	0	0	0	8.724481019	10.37621914	6.757904225	0.116238878	2.640547797	10.74405794	3.487286081	4.188151377	9.335801623	8.471443601	11.75241408	11.78131333	2.355371962	4.612714176	9.419338675
K23062	hydroxyproline transport system permease protein	0	1.665835431	0	0	0	12.01131353	4.393041039	6.992258302	7.834205376	5.834313539	16.26803551	1.829481667	2.2438314	11.381913827	1.762908416	5.819318987	3.666223295	0	0.912312802	15.819466706
K23063	hydroxyproline transport system permease protein	0	0	0	0	0	0	1.79782139	0	0	0	0.884174344	0	0	0	1.27967426	0.894626802	0	0	0	9.497399493
K23064	hydroxyproline transport system ATP-binding protein [EC:7.4.2.1]	0	0.75472544	0	25.14439157	0	9.306113086	5.207482648	8.35508964	2.656888645	3.170864678	18.54393014	18.92580116	8.376726334	18.19181796	3.763461062	9.828966461	14.52799602	2.139126384	8.008934243	10.81491741
K23077	dissimilatory sulfite reductase related protein	0	0	47.684442421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.323805669	0
K23086	glucosylglycerate hydrolase [EC:3.2.1.208]	0	0	0	40.63092967	2.13757884	0	0	1.486138282	4.354098449	0	5.8059617	0	0	2.879524623	3.23396654	5.026665642	0	0	3.11621198	0
K23091	kremen protein	0	4.147260539	0	0	0	0	0	0	0	39.04093939	1.112118179	2.517146132	2.503168698	0	0	0	2.778822898	0	0	0
K23093	U6 snRNA phosphodiesterase [EC:3.1.4.-]	0	12.04775756	0	0	2.994190278	5.822137	2.566092096	0	9.069683602	83.9278393	0.06225797	4.569281161	18.95127038	3.705164489	0.297351695	0.805245823	2.449223832	1.560826487	0	0
K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	773.152703664	1170.59594456	617.893551246	843.514878716	761.598692839	1219.091583261	1184.311397175	1042.391405697	1015.629486239	596.902200824	1019.902511968	1054.059967685	1148.18105836	918.266151528	741.705649812	1020.79919383	1178.976177724	1196.637514991	879.249283912	1219.865093879
K23114	protein-glutamate O-methyltransferase [EC:2.1.1.-]	1.619063505	48.415106735	0	0	0	3.368700625	5.896114166	5.944753957	1.799194244	53.85441064	10.981561112000001	22.675095957	37.12876226	5.280113121	0.587391464	0.541611902	7.273185284999999	3.193009161	0	6.199779877999999
K23118	endo-cleaving rubber dioxygenase [EC:1.13.11.87]	61.93340824	1.09907401	0	0	0	0	0	0	0	2.095821368	0	0	0	0	0	0	0	0	0	0
K23123	5-oxoprolinase (ATP-hydrolysing) subunit B [EC:3.5.2.9]	0.349603093	2.1701828279999997	10.13695628	47.150462275	33.868573532	0	0	0	0	0	1.948593595	0	0	0.952500762	0	0	0.466412798	11.08499904	0.303730305	0
K23124	5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]	9.574422883	86.99973952	20.644372455	119.218488316	32.476464225	31.475754722999998	45.706799381	34.374039392	75.562066595	57.801887592	124.227718587	96.461194593	39.070524549	102.651006834	182.11927579299999	84.843746594	30.572173291	81.975176087	158.421408391	31.597609963
K23127	cyclic-di-GMP-binding protein	162.215415398	33.134579277	43.275105154	24.237506758	20.90008306	0	0	0	1.984566214	0	0	0	0.759345382	0.055079392	0	0	0.104443913	0	0	0
K23139	cytochrome P450 family 110 [EC:1.14.-.-]	50.311908521	0	43.516407009000005	0	0	10.429619573	21.313651941	7.550009378	28.931152886000003	4.517735036	62.94445157	39.31275746	11.865411978	55.283376162	83.17862896	16.631599856	3.3794237490000003	7.966922847999999	111.89906156400001	83.185952027
K23144	UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]	3.727067538	38.996608925000004	11.337787256999999	19.82516853	181.60663420699998	28.527255771	17.857779663	18.583182941	12.813646162	0	19.428515243	17.405879485	14.902741951	26.544135328	5.095519029	20.119871752999998	7.967337918	9.663759803	17.808167563	52.414605188
K23146	3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]	0	1.696401218	0	0	0	0	0	0	0	0	2.064794131	0	0	0	0.10080859	0	0	8.523133136	0	2.406278419
K23148	cytidine diphosphoramidate kinase [EC:2.7.1.224]	0	1.139062009	0	0	0	9.094683572000001	10.95196505	13.403671566	9.630193194	0	16.692374361	38.596472328000004	7.077793898	14.061632032	3.4151980230000003	7.775220908	14.417575287	0	7.2465964739999995	1.686716062
K23149	5-phospho-D-xylono-1,4-lactonase [EC:3.1.1.104]	0	0.019141587	0	0	0	0	2.557735831	1.318561858	1.791897316	51.83344573	5.033005644999999	16.010101342	2.877400192	8.867458845	16.422047469	7.730759948999999	1.155568514	10.344377992	27.806388721999998	0
K23150	N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase [EC:3.5.1.129]	0	5.69547025	0	0	0	4.829783482	5.720957589	15.359202775	0	0	13.705308714000001	19.867403062	3.644857835	14.586829601	3.910668803	2.743638566	7.1933106559999995	1.286837365	5.869471938	0
K23156	mycolipenoyl-CoA---2-(long-chain-fatty acyl)-trehalose mycolipenoyltransferase / long-chain-acyl-CoA---trehalose acyltransferase [EC:2.3.1.278 2.3.1.279]	11.880394135	10.391363598	1.8794336329999999	73.699578589	15.797009253	44.599269608	101.638389781	29.172960877	120.8019779	21.790371619	317.469832523	138.721273626	92.971280515	334.769192588	561.068673805	202.670263716	56.016291388	40.917861682	635.700720635	77.403969496
K23159	lipid A 4'-phosphatase [EC:3.1.3.-]	9.574225164	33.427710133000005	0	0	41.92440548	0	0	0	0	30.76436717	0	0	0	0	0	0	0	2.144728941	0	0
K23163	sulfate/thiosulfate transport system substrate-binding protein	242.295308676	133.369731558	130.677514256	107.34419206700001	153.145974816	73.03654541499999	80.748743879	38.068364310999996	108.974327187	68.247263029	170.939477766	108.395795534	85.846618069	162.99891215600002	266.745155903	113.77379158400001	84.173919521	59.958760313	254.250430328	86.69382116599999
K23166	optic atrophy 3 protein	0	3.485898539	0	0	0	0	0	0	1.931644448	51.020492333	7.374000959	6.884919591	10.889744719	7.231405854999999	0.774721714	0.227476999	0.318074698	6.41679713	0	7.0410466529999995
K23167	synaptic vesicle membrane protein VAT-1	4.248017558	0	54.924744041	2.9805389780000002	76.2874217	42.162154143	43.379279963	42.710887222	42.250780546	2.806834806	72.13064762500001	70.858372018	49.452900016	69.324680576	101.402012097	36.989643965	30.768714964	7.385919312	104.21949217000001	34.034743011
K23169	UDP-N-acetylmuramoyl-L-alanine---L-glutamate ligase [EC:6.3.2.53]	3.126644204	16.88584928	1.500886762	37.39894608	0	1.804509463	1.475207549	0	0.841470734	0	1.899961557	7.996337857	21.27050464	0	0.609023444	0	1.103191471	0	0	0
K23170	UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase [EC:5.1.1.23]	55.889380736	84.98911883299999	46.588120237999995	51.063786271999994	5.676314512	4.815276851	5.252286057	23.625524018	4.185280478	0	1.738285667	33.130489575	60.148897571999996	6.540435318	0.814612991	0.670222086	5.209720257	0.882279799	0.902987278	2.335315113
K23176	methylthioxylose transferase	3.170557746	20.760032371999998	65.590716083	81.771520482	119.040239647	2.882424407	15.834804441	3.548944248	14.616983453000001	0	16.602121495	10.150980442	11.246362644	22.951259077	21.569421694000003	16.840482128	12.184719257000001	4.261139043	8.308668546	25.490294442
K23205	THAP domain-containing protein 4	9.507881149	21.252975216	2.903501176	0	4.208564513	50.148906691	44.500904076	24.056222133	42.272452239	9.425111227	56.071141559	47.956226068999996	33.15744411	86.21971157899999	110.933866606	37.99697241	10.529054513	5.086052576	119.707987727	21.058457478999998
K23222	nuclease HARBI1 [EC:3.1.-.-]	5.936412366	22.023720485000002	34.272984063	47.120059231	30.764281593	143.262818412	172.703437567	107.686163738	46.715903755	34.200407524	47.359313507	145.952869953	269.842666092	51.660780361	20.667461451	30.891577537	54.683751975	83.731651786	18.175964639	52.299035573
K23227	ferric hydroxamate transport system substrate-binding protein	0	1.097375269	0	0	0	1.036040041	1.653414372	0	0	0	2.829217806	5.440905302	4.871733921	2.901151913	0	0.884043482	0	13.20312956	0.41638991400000003	0
K23237	AraC family transcriptional regulator, melibiose operon regulatory protein	5.467840764	3.028477284	6.369216628	0	0	1.25758285	0	5.146973123	0	0	0	5.6587993999999995	0	2.248119389	0.083005898	2.010886191	6.27493037	1.8940013	2.851429971	5.297446198
K23238	RpiR family transcriptional regulator, repressor of rpiB and als operon	0	0	0	0	0	2.882424407	2.836721128	0	1.216107831	0	0	0.59903382	0.734705857	3.13518979	0	0	0.5743755	0	0	19.90300628
K23239	FrmR/RcnR family transcriptional regulator, repressor of frmRAB operon	1.254131731	3.56307245	2.570312516	0	0	117.95369338	146.80824877999999	110.275706888	123.596601854	31.985839793	140.09337503700002	139.919582468	66.178392702	97.286267956	209.326176571	209.626828346	82.726856637	159.020332617	174.529336607	168.340284076
K23240	FrmR/RcnR family transcriptional regulator, repressor of rcnA expression	0	0	0	0	0	15.8560567	21.284244426	15.608005602	6.867291654	10.58457398	7.2487359399999995	23.635654166	16.926309127	4.65977266	50.789950309	40.876083149	12.85526483	6.760508485	67.512252711	5.0125590849999995
K23242	manganese efflux pump family protein	0	10.8279303	130.76905477	100.66434746	9.348041326999999	4.844849196	1.315574564	4.216906699	8.334378004	5.582834507	13.73653384	36.311710538	15.837080922	12.349491297	9.189296992	7.980737414	0	30.595438817999998	13.643431152	3.282741516
K23243	nickel/cobalt homeostasis protein	43.990510254	83.835839699	67.636100862	134.829653614	89.36958025	92.82116845099999	141.108483251	183.775177604	76.752290714	5.094522582	103.6247203	144.106797273	118.467283125	123.371812205	134.915145991	156.8896284	133.047547197	312.883218115	214.015129879	151.372296494
K23244	D-apiose dehydrogenase [EC:1.1.1.420]	0	40.008133968	10.10557129	6.267658202	15.631972752	74.559592842	54.532908316	68.809900654	84.517584801	9.901156487	131.073475639	68.257414179	51.29257764	109.08630314	57.835121084	72.838012717	68.68654462	60.948272712	55.933608845	59.611440835
K23245	D-apionate oxidoisomerase [EC:1.1.1.421]	0	24.39992431	0	0	8.851572459	26.428195116	35.104045543	69.672754858	20.899794384	11.767399891	11.276413647	13.858265563	4.303773852	18.696714840000002	7.243632958999999	14.280453226	40.657472783	3.850530962	2.039621373	14.442715355
K23246	D-apionate lactonase [EC:3.1.1.-]	154.687791558	79.793463296	5.372775152	26.885634025	12.298742656	79.452987735	85.872476828	98.691428152	89.617599851	176.466225442	79.738813406	79.24906596299999	82.923962811	68.832029485	19.24882101	66.198931192	74.530361688	55.923023024	28.072741936	106.18586126299999
K23247	3-oxoisoapionate kinase [EC:2.7.1.231]	0	4.332673563	72.3796121	20.363658529	32.973409053	16.192083620000002	19.707134546	50.007078256	7.590017711	3.811491973	14.342213948	19.362230972	23.357584311	20.284028828	6.793219898	19.033436475	18.109925935	20.702602771	2.358104548	13.088816538
K23248	3-oxoisoapionate decarboxylase [EC:4.1.1.120]	47.876812756	124.4864611	78.96784615	2.186889349	4.388172916	40.08641478	44.988642956	40.324439339	55.081255844	56.15660785	69.847954457	44.339968976	33.99061054	60.52056449	14.892909591999999	51.902659424999996	34.478447921	24.701754847	29.612966137	40.685276026
K23256	NADPH-dependent curcumin reductase [EC:1.3.1.-]	123.058989259	57.027928316	31.068355905	105.640192764	42.733702623	127.542267921	144.39438773999998	156.034630141	151.609833066	42.257689985	140.552904849	121.261340961	79.088559176	161.892226587	151.764901086	130.347405172	118.372425648	60.861154518	150.009740663	114.890950261
K23258	8-oxo-(d)GTP phosphatase [EC:3.6.1.69]	41.563366175	6.1061187409999995	9.716341408	47.833410237	11.793063122	26.973762814	34.602211627	17.326469608	44.024221483	6.109517008	75.600626369	46.691211624	71.67354072100001	75.59166548	128.423204921	55.112492116	5.357962992	10.165406209	120.442321031	23.619282791
K23259	isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]	0	1.078628441	14.64297861	1.938564764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K23262	gas vesicle structural protein	3.909940102	0	171.658239397	22.489852639	204.67026942799998	0	2.082993059	0	20.088077971	8.465474546	1.555289465	7.239030911	3.985044566	0	0	0.801585614	9.13854396	9.127286189	2.182808459	3.57883523
K23264	phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]	217.745356789	225.463842198	266.659124944	350.329630038	289.984363848	313.52689609	356.63011908100003	391.014998567	345.649718571	378.83485249399996	314.80476499499997	309.638943388	360.225404063	300.898997761	297.993530355	280.138595871	315.809177804	266.12244343	260.240908123	285.302947173
K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	306.396729842	285.571627469	391.466619344	418.67813667	393.716890897	230.841589699	222.212392564	311.79565023600003	268.433882262	248.836390403	306.544435082	309.603008667	313.263220408	265.178989135	308.626688398	301.952791098	215.084478428	290.989414869	304.502173737	286.215236247
K23269	phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]	170.51331402900001	240.460277829	382.356463513	335.04299836	321.044423	294.552663001	267.936257077	305.38229951	256.227459621	288.938749738	234.061754065	235.818992803	193.370479462	262.629206952	275.674906596	238.619886426	228.196121527	219.987889426	264.648461768	220.545671214
K23270	phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]	7.094218140000001	95.60806038999999	58.517248605	0.694123674	79.349728179	5.830846965	2.670848059	0.572622869	5.033023594	0	1.16011629	0	1.283841677	6.282278331	0.738781016	4.367746356	0	0	0.36165825	3.605283129
K23271	erythritol/L-threitol dehydrogenase [EC:1.1.1.-]	38.36792837	0.954584024	1.310215015	0	2.058545361	25.276279627	11.159313358	5.810422114	17.680266947	11.345434354	7.716559135	19.679493645	6.268955122	10.107171455	0.791897023	1.060721224	1.734832956	7.253093642	3.9747004639999997	60.510568422
K23273	fructose 5-dehydrogenase large subunit [EC:1.1.99.11]	0	0	0	0	0	3.579274264	6.030888023	1.171926188	8.69506549	0	4.284157893	3.7217554330000002	2.104434402	2.344298697	1.3553609770000001	14.84009997	19.74235896	2.288535766	4.382750422	2.954835467
K23274	fructose 5-dehydrogenase small subunit [EC:1.1.99.11]	0	11.787087984	0	0	0	1.547591182	14.831787167	11.374378194	17.792337603	5.897468479	24.491614241	39.773601947	37.216384313	22.582300427	3.83615188	40.019595158	43.317639965000005	42.745083214	15.31112457	11.949771519
K23275	fructose 5-dehydrogenase cytochrome subunit	0	3.154054498	2.062064062	1.397763435	0	33.720067649	31.032970415	14.704406212	28.109647679	4.993248574	22.793231499	22.398642729000002	12.590169608	17.103808967	15.753179356	43.184809599	99.574581296	48.691321111	32.635438195	40.874672286999996
K23292	endoplasmic reticulum junction formation protein lunapark	0	1.033004094	0	0	0	0	1.027920225	0	2.727392674	66.25628981	3.482811687	1.073977282	5.607447487	0.801655365	0	0	3.252473469	0	0	0
K23293	regulator of microtubule dynamics protein 3	14.50232329	26.69571805	0.878018756	0	0	12.350749689	18.268797332	13.071708932	11.339483991	30.558867433	5.414004922	18.326558108	3.931910639	3.480906316	0	0	8.969869078	0	3.61523336	44.785920791
K23309	zinc finger HIT domain-containing protein 3	0	0	0	25.52071227	0	0	2.577961707	0	0	0	0.559477551	0	0	1.420755548	0.709522362	0	0	6.055249319	0	4.755166171
K23314	telomerase Cajal body protein 1	0	3.683281095	0	0	1.830546529	0	0	0	2.073050058	37.79180548	8.96629536	7.8644178799999995	6.684775889	2.5143373330000003	6.903392573	3.356958863	7.020776655000001	0	0	0
K23329	ATP-binding cassette, subfamily B, vacuolar membrane transporter HMT1/ACLQ	0	0	0	0	0	0	1.438531118	2.455001913	0	0	0	0	0	0	0	0	3.148402812	2.183772487	0	0
K23333	E3 ubiquitin-protein transferase RMND5 [EC:2.3.2.27]	0	5.442100497	0	0	1.914057976	7.786419957000001	1.335251961	3.790709115	7.3375157	48.8486194	5.319204323999999	3.811067615	8.972931762	3.167477086	0.212508671	0.949745989	3.2994894959999996	1.316753584	0	2.355328387
K23334	Ran-binding protein 9/10	0	19.8144245	27.43282141	0	0	9.030947306	5.2819783650000005	10.21637506	1.256636521	34.64748769	9.743885794	8.399698135	18.121430651	4.131479587	0.781200704	0.386865644	11.058995904	5.792370964	0	5.384659284
K23336	armadillo repeat-containing protein 8	0	17.061608716000002	5.132303877	0	0	9.089830880000001	5.932091128	6.475216476	3.735452677	24.498997850000002	7.23313429	14.495229622	14.326972589	3.1364422419999998	0.815617987	0.383901156	6.9318675039999995	3.009144408	0.514983862	5.812764896
K23349	putative dimethyl sulfoxide reductase chaperone	28.8159091	47.708950851	86.794157494	0	11.842855294	46.636490457	57.6052807	16.677102528	52.970357525000004	59.157228974	27.121316742	32.898631295	35.376899212	27.376260682	31.83168661	45.981022863	78.59371754600001	68.444455711	51.801749461	65.631775265
K23351	glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma	76.56771825	96.996076694	174.6233592	141.435025769	193.205998262	78.057838475	95.523715323	131.991922656	93.558496466	55.349615855	64.216845313	70.763263766	66.800205254	65.321875185	53.212179535000004	75.74848573999999	75.436552208	13.214126393	13.739843109999999	84.248918886
K23356	HTH-type transcriptional regulator, sugar sensing transcriptional regulator	84.849538169	65.815223274	37.587286758000005	12.176903334	6.747060198	1.006270765	3.225075772	5.499369929	3.806653322	70.71590375	3.2878345739999997	52.913525815	69.560576411	6.545344673	3.555311301	0.610964645	3.344234065	11.592813102	0.730338168	2.531958527
K23358	transcription initiation factor TFIID subunit 1, fungi type [EC:2.3.1.48]	0	4.5751462940000005	0	0.897186998	0.902075499	3.169965528	1.267027408	5.380555815	0	45.878252669000005	4.125005534	5.259834293000001	4.907877732999999	2.371223063	0.7719977760000001	0	2.163220029	4.89571308	0.289924382	5.250503929
K23359	biuret amidohydrolase [EC:3.5.1.84]	607.572964504	220.05744733699999	130.296074834	179.251335273	126.394354185	222.842049456	145.88230277	139.190331999	201.064360451	191.209366624	217.496505667	203.948149157	182.067112175	194.260110724	184.549763428	188.830076273	158.367619912	208.902710055	127.388733159	213.26694663499998
K23362	ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]	0	2.512025379	0	0	0	2.703020399	2.859433764	0.49927567	0	24.29514236	3.913762364	4.434854961	3.383624408	6.390881445	0	0	5.10384848	4.124000479	0.315333485	7.455293417
K23387	golgi to ER traffic protein 4	0	5.10794842	0	0	0	0	3.395854769	0.336338836	3.476462951	37.54461347	6.3766186949999994	0	5.8223194199999995	0	1.22044043	0	2.151528117	2.238666196	0.067404254	5.304226885
K23388	ubiquitin-like protein 4	0	0	0	0	0	0	1.620802832	0	0	0	0	0	0	1.630901841	0	1.20720725	0	1.080633305	0.817144303	2.724667386
K23393	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	4.765776677	84.886798314	38.290863925	138.667136701	38.328032402	75.713549384	64.412753355	37.416095294	52.387232167	143.392816516	63.682234748	92.81418992	132.075202032	115.059940036	103.716365321	41.570305567	74.32974574400001	6.512781947	101.6575153	22.623700734
K23398	activating signal cointegrator 1	137.1564066	23.506325281000002	0	208.6848507	29.15947698	0	13.418126792	12.42283764	5.476975962	38.611981001	5.120130221	7.356855432	15.338142812000001	8.03760663	17.154628128	12.35133062	5.878786184	35.955442014	76.87390812	11.497002469
K23404	transmembrane anterior posterior transformation protein 1	0	3.112051604	0	0	0	0	1.455855364	0	4.558694258	46.77679291	1.262623059	4.749674467	9.497922842000001	0.587670724	1.036204356	0	6.618159131	7.334308683	0	3.3949412359999998
K23414	phenolphthiocerol/phthiocerol/phthiodiolone dimycocerosyl transferase [EC:2.3.1.282]	0	0.866709246	0	0	4.919969525	30.655261463	36.529517248	59.801413473	26.706654197	3.040416915	75.698617984	55.844817328000005	31.034350908	82.038345922	109.71452477000001	69.570906389	18.031719062	21.461572819	119.133069041	57.130612063
K23424	protein O-mannosyl-transferase [EC:2.4.1.-]	704.781681447	559.7174173340001	473.526263695	172.348258072	628.196667888	151.037619482	179.591796286	205.043230099	185.409288349	252.34174258500002	202.084112365	191.853057857	220.981681987	210.444133451	129.771373616	228.736744728	230.164991356	214.40226618	249.325375263	304.740528953
K23448	MFS transporter, DHA1 family, staphyloferrin A biosynthesis exporter	94.38045504499999	81.170737777	1.600489103	18.694347576	94.81273077	15.049495485	22.232989667	31.500009985	23.993036269	1.42331605	22.29756931	29.792253012	23.963979818000002	20.102512839	3.812510128	49.273211219000004	21.981394827	29.962732116999998	2.732992899	20.755475398
K23451	dihydrosphingosine 1-phosphate phosphatase [EC:3.1.3.-]	0	5.454895744	0	0	0	0	7.3566421570000005	1.415144415	2.712240492	85.83700392	4.401032509	1.550171489	5.264746424	1.195802587	0.547036325	1.3945674750000001	5.8054784470000005	1.680265349	0	1.334780395
K23462	flavin-dependent trigonelline monooxygenase, reductase component [EC:1.5.1.36]	0	0	0	0	0	2.254075834	0.900948555	0	2.252379647	4.481721819	5.403431243	4.017210281	0.144153541	0.575215649	0.743500346	1.386826322	11.327769082	8.045296591	0.594080851	2.578801446
K23463	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase [EC:1.2.1.-]	111.993714311	67.467535129	137.738144042	23.405523811	12.933406936	20.132933486	19.946909392000002	17.456189968	37.894827177	12.023892989	51.443890311	23.977774365000002	24.676800557	40.378173613	95.354970698	51.110424974	15.636067674	34.375283005	54.103857731	29.657556133
K23464	flavin-dependent trigonelline monooxygenase, oxygenase component [EC:1.14.14.-]	18.700688937	28.692376511	84.377241887	40.891960364	0	0	0	0	4.288507488	6.642141567	0	0	0	0	0	0	0	0	0	0
K23465	(E)-2-((N-methylformamido)methylene)succinate hydrolase [EC:3.5.1.-]	1.824191608	31.280677189000002	0.4947566	21.5478797	0	0	0	0	0	1.074550902	1.443307768	6.244419743	0	2.270783597	0.495929125	3.35879456	0.785134252	11.36750866	2.385875029	0
K23466	GntR family transcriptional regulator, trigonelline degradation regulator	0	58.068399617000004	7.99689826	6.023015278	12.587672071	27.245974298000004	20.462681145999998	9.626672018999999	17.623019033	23.92790853	19.567764709000002	10.958460043	19.765630541	12.560078426	45.618458544	30.313982903	9.815417345	10.349822547	25.454258709	15.055610468000001
K23469	G2/mitotic-specific cyclin 2	2.508263461	4.545031121	0	32.684136221	3.317700492	2.796887533	2.9702909699999998	1.119282988	0	57.16072815	4.409558313	3.0421837590000003	14.701702446	0.673014521	1.236381664	0.503508552	3.947682675	5.608237262	0	6.2490435259999995
K23496	neugrin	0	0	0	0	0	1.882739642	0	0	0	1.247801161	2.588869913	2.347658555	4.319051192	0	0.127030478	0	0	0	0	0
K23498	peptide chain release factor	26.46913206	23.400662032	7.490078968000001	24.15058364	0	44.576661189999996	19.291198448	23.249420713	0.073303797	22.342311692000003	13.733277647000001	19.267412595	24.606862907	17.731805551	6.273183016	16.242588396000002	28.274903061	3.433668102	4.569991841	44.869052943999996
K23499	required for meiotic nuclear division protein 1	87.790354474	35.686219422	0.557216035	12.288193726	11.069991127	63.862396138	87.47131572	50.509123546	86.846865787	219.581626014	103.772167127	121.750613821	124.463723428	99.809207864	88.316423341	85.413739547	82.138517096	44.460468749	50.632405255	78.606200601
K23504	protein SERAC1	8.795328524	54.355763542	0	3.83151624	25.496522327999998	37.341755053	31.134845459	41.31995536	33.32869653	371.03814624299997	72.998408048	190.313034205	187.687869361	57.265778245	11.936096724	13.286188754000001	31.633445319	68.562529305	9.031507901	85.819719121
K23508	galactofuranose transport system substrate-binding protein	102.308456767	228.178094698	235.638660467	223.633032232	34.128663886	44.137050807	46.232741422	55.037188913	67.733559913	75.76371979299999	36.259542563000004	39.755501879	43.904634123	34.546023982	7.074117999	22.79740764	60.427841375	17.045532041999998	16.83526138	52.464306494
K23509	galactofuranose transport system permease protein	110.856869832	167.93260531299998	211.463565161	175.67103322399998	27.074903714	32.100930988	30.99178766	11.791969223	26.324092012	140.035790792	10.961006642000001	10.395981556999999	6.145786341	16.271558695	0.9925792980000001	1.958906901	8.446951375000001	27.961673264999998	9.089466063	41.944282527999995
K23514	RNA polymerase sigma-19 factor, ECF subfamily	134.28265381	4.058598579	0	38.93657437	0	0	0	0	0	0	0	0	0.778329017	0	0	0.313119381	0.928944676	3.297520747	0	0
K23516	xanthine dioxygenase [EC:1.14.11.48]	0	5.457613003	0	0	0	0	1.545247076	2.539173407	1.931565929	45.95396193	5.59759668	13.254557173999999	20.536398461	7.49270157	1.22848729	0	3.687202714	8.501950635	0	3.204032285
K23518	O-acetyl-ADP-ribose deacetylase [EC:3.1.1.106]	108.230034331	195.863121942	170.003086338	141.285447954	159.022169951	63.321164842	50.912131807	49.854800957	59.807264906	118.02785062	98.455596935	121.815558086	101.977236409	103.25417375	126.03252967099999	106.306994729	80.2793103	147.73150032	109.657175234	84.881059326
K23519	2,4-diacetylphloroglucinol hydrolase [EC:3.7.1.24]	0	0	0	0	0	2.081239348	2.71742971	0	0	0	7.760943239	7.577911793	0	2.74767163	0	0	0	0	0	0
K23535	general nucleoside transport system permease protein	303.265014015	491.87628523300003	325.670964393	407.596327408	290.539070717	279.90660633	295.103225204	340.285134136	297.57964424700003	499.611106976	301.128776362	292.671962664	396.799430356	285.941825684	137.905722525	215.615188645	329.163177905	249.431730206	138.244773243	322.443187122
K23536	general nucleoside transport system permease protein	481.453801574	621.719161758	407.085264197	566.897730802	326.898003724	381.87765153	347.055382059	380.390914147	387.60401373999997	518.019508298	339.011857911	403.151903532	348.807024325	309.883552962	146.803777781	234.444189034	352.418473474	266.330470178	164.089310203	356.377366352
K23537	general nucleoside transport system ATP-binding protein	301.895349893	247.496883434	94.463241911	286.275053039	134.981821151	132.167398437	158.520157941	177.875285711	141.7532495	180.080886144	142.444960157	190.787730841	294.279574299	158.99104514799998	64.23234089	111.087894403	179.192881068	141.649102705	67.865464439	133.177337306
K23541	Ca2+/H+ antiporter, TMEM165/GDT1 family	178.970284848	273.551812321	251.580887745	275.169088643	145.202329865	75.836237574	67.7619543	73.070321772	44.959781818	43.488829693	47.531663455	162.930191514	158.020175599	46.902805886	50.528029077999996	62.919897381	121.485707056	86.778127385	49.346004584	56.787703414
K23542	TMEM199 family protein	0	0	0	0	0	0	12.704254358	0	4.734092495	12.29095386	4.479954629	12.963931303	18.289228021	1.769364535	0	0	1.795408301	0	0	0
K23544	serine incorporator 1/3	0	3.04252613	0	0	0	3.315943143	7.483679133000001	0	6.315200209	35.5556966	4.932578562	3.375165623	11.457943314	2.3204215980000003	0.161834753	0	3.9645719699999997	0.306034408	0	0
